model,cumulative_return,sharpe,max_drawdown
buy_and_hold,1.590292688439372,1.6511461352209937,-0.3142726161367493
arima,1.1589934997017814,1.6225113243836258,-0.187706144267978
momentum,1.670205414737222,2.6129004265790514,-0.17520348177588982
random_forest,0.2705999146534672,0.6144798110098322,-0.31460776189788675
