model,cumulative_return,sharpe,max_drawdown
buy_and_hold,1.590292688439372,1.6511461352209937,-0.3142726161367493
arima,1.2108699330265837,1.6711060106463975,-0.18770614426798135
momentum,1.670205414737222,2.6129004265790514,-0.17520348177588982
random_forest,0.2705999146534672,0.6144798110098322,-0.31460776189788675
